시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
경기,광주시,기초,여자,85세이상,210 ,9 ,40 ,81 ,56 ,7 ,0 ,3 ,3 ,0 
경기,광주시,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,광주시,의료,남자,65-69세,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
경기,광주시,의료,남자,70-74세,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
경기,광주시,의료,남자,75-79세,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
경기,광주시,의료,남자,80-84세,3 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
경기,광주시,의료,남자,85세이상,6 ,0 ,3 ,0 ,2 ,0 ,0 ,0 ,0 ,0 
경기,광주시,의료,여자,65세미만,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
경기,광주시,의료,여자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,광주시,의료,여자,70-74세,4 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
경기,광주시,의료,여자,75-79세,6 ,0 ,0 ,1 ,5 ,0 ,0 ,0 ,0 ,0 
경기,광주시,의료,여자,80-84세,5 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 
경기,광주시,의료,여자,85세이상,27 ,0 ,2 ,16 ,8 ,0 ,0 ,0 ,0 ,0 
경기,광주시,감경,남자,65세미만,59 ,7 ,8 ,17 ,22 ,1 ,1 ,0 ,1 ,0 
경기,광주시,감경,남자,65-69세,121 ,9 ,11 ,51 ,38 ,6 ,2 ,2 ,0 ,0 
경기,광주시,감경,남자,70-74세,141 ,11 ,11 ,40 ,63 ,7 ,3 ,0 ,1 ,0 
경기,광주시,감경,남자,75-79세,199 ,6 ,20 ,57 ,91 ,16 ,3 ,2 ,0 ,0 
경기,광주시,감경,남자,80-84세,185 ,9 ,15 ,48 ,80 ,19 ,6 ,0 ,2 ,0 
경기,광주시,감경,남자,85세이상,227 ,7 ,20 ,80 ,95 ,16 ,6 ,0 ,0 ,0 
경기,광주시,감경,여자,65세미만,52 ,4 ,5 ,21 ,15 ,4 ,1 ,0 ,0 ,0 
경기,광주시,감경,여자,65-69세,116 ,9 ,17 ,34 ,40 ,7 ,2 ,0 ,1 ,0 
경기,광주시,감경,여자,70-74세,163 ,11 ,17 ,49 ,61 ,7 ,2 ,4 ,0 ,0 
경기,광주시,감경,여자,75-79세,327 ,18 ,36 ,85 ,142 ,26 ,5 ,1 ,0 ,0 
경기,광주시,감경,여자,80-84세,665 ,48 ,71 ,221 ,250 ,45 ,13 ,3 ,1 ,1 
경기,광주시,감경,여자,85세이상,954 ,87 ,118 ,338 ,344 ,45 ,7 ,1 ,0 ,0 
경기,양주시,일반,남자,65세미만,68 ,6 ,2 ,9 ,7 ,3 ,1 ,13 ,6 ,6 
경기,양주시,일반,남자,65-69세,132 ,4 ,4 ,23 ,32 ,13 ,0 ,19 ,6 ,8 
경기,양주시,일반,남자,70-74세,185 ,4 ,10 ,28 ,52 ,16 ,4 ,16 ,13 ,6 
경기,양주시,일반,남자,75-79세,224 ,9 ,8 ,43 ,61 ,28 ,5 ,20 ,11 ,5 
경기,양주시,일반,남자,80-84세,358 ,3 ,13 ,79 ,120 ,54 ,9 ,17 ,11 ,9 
경기,양주시,일반,남자,85세이상,352 ,6 ,14 ,74 ,144 ,59 ,5 ,10 ,8 ,3 
경기,양주시,일반,여자,65세미만,54 ,6 ,1 ,10 ,7 ,2 ,1 ,10 ,2 ,3 
경기,양주시,일반,여자,65-69세,134 ,10 ,5 ,17 ,17 ,4 ,1 ,25 ,6 ,6 
경기,양주시,일반,여자,70-74세,229 ,9 ,14 ,27 ,43 ,20 ,7 ,35 ,15 ,10 
경기,양주시,일반,여자,75-79세,457 ,11 ,14 ,82 ,117 ,48 ,14 ,41 ,26 ,8 
경기,양주시,일반,여자,80-84세,741 ,32 ,32 ,154 ,260 ,91 ,14 ,36 ,20 ,11 
경기,양주시,일반,여자,85세이상,982 ,47 ,81 ,275 ,353 ,105 ,12 ,36 ,9 ,5 
경기,양주시,기초,남자,65세미만,179 ,9 ,17 ,54 ,51 ,7 ,5 ,4 ,7 ,4 
경기,양주시,기초,남자,65-69세,125 ,6 ,6 ,20 ,53 ,13 ,1 ,6 ,4 ,7 
경기,양주시,기초,남자,70-74세,109 ,4 ,5 ,20 ,37 ,17 ,3 ,3 ,6 ,5 
경기,양주시,기초,남자,75-79세,118 ,3 ,12 ,19 ,45 ,19 ,2 ,4 ,6 ,2 
경기,양주시,기초,남자,80-84세,101 ,4 ,6 ,22 ,37 ,14 ,3 ,3 ,3 ,1 
경기,양주시,기초,남자,85세이상,78 ,1 ,5 ,8 ,39 ,14 ,1 ,2 ,2 ,0 
경기,양주시,기초,여자,65세미만,71 ,6 ,7 ,17 ,18 ,2 ,4 ,5 ,0 ,1 
경기,양주시,기초,여자,65-69세,90 ,7 ,7 ,17 ,21 ,9 ,1 ,7 ,2 ,4 
경기,양주시,기초,여자,70-74세,128 ,9 ,9 ,20 ,36 ,19 ,3 ,7 ,5 ,8 
경기,양주시,기초,여자,75-79세,189 ,8 ,4 ,43 ,71 ,21 ,7 ,4 ,7 ,10 
경기,양주시,기초,여자,80-84세,293 ,12 ,28 ,61 ,117 ,43 ,7 ,9 ,3 ,2 
경기,양주시,기초,여자,85세이상,428 ,28 ,30 ,133 ,166 ,41 ,1 ,7 ,3 ,4 
경기,양주시,의료,남자,65세미만,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
경기,양주시,의료,남자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,양주시,의료,남자,70-74세,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
경기,양주시,의료,남자,75-79세,7 ,0 ,0 ,3 ,4 ,0 ,0 ,0 ,0 ,0 
경기,양주시,의료,남자,80-84세,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
경기,양주시,의료,남자,85세이상,9 ,1 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 
경기,양주시,의료,여자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,양주시,의료,여자,65-69세,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
경기,양주시,의료,여자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,양주시,의료,여자,75-79세,4 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
경기,양주시,의료,여자,80-84세,10 ,2 ,0 ,3 ,3 ,1 ,0 ,1 ,0 ,0 
경기,양주시,의료,여자,85세이상,34 ,5 ,2 ,5 ,13 ,4 ,2 ,2 ,0 ,0 
경기,양주시,감경,남자,65세미만,65 ,3 ,5 ,16 ,24 ,9 ,1 ,3 ,0 ,0 
경기,양주시,감경,남자,65-69세,104 ,3 ,9 ,26 ,41 ,17 ,3 ,1 ,0 ,0 
경기,양주시,감경,남자,70-74세,151 ,7 ,15 ,42 ,59 ,19 ,1 ,3 ,0 ,0 
경기,양주시,감경,남자,75-79세,217 ,9 ,16 ,59 ,89 ,32 ,5 ,2 ,0 ,0 
경기,양주시,감경,남자,80-84세,260 ,7 ,9 ,71 ,104 ,54 ,11 ,0 ,0 ,0 
경기,양주시,감경,남자,85세이상,292 ,7 ,16 ,78 ,130 ,46 ,8 ,1 ,0 ,0 
경기,양주시,감경,여자,65세미만,53 ,7 ,8 ,12 ,16 ,5 ,2 ,0 ,0 ,0 
경기,양주시,감경,여자,65-69세,107 ,7 ,13 ,24 ,39 ,13 ,4 ,3 ,1 ,0 
경기,양주시,감경,여자,70-74세,188 ,14 ,12 ,38 ,70 ,33 ,8 ,1 ,2 ,0 
경기,양주시,감경,여자,75-79세,395 ,21 ,24 ,87 ,174 ,56 ,17 ,4 ,2 ,0 
경기,양주시,감경,여자,80-84세,741 ,30 ,42 ,219 ,281 ,130 ,21 ,1 ,4 ,0 
경기,양주시,감경,여자,85세이상,1212 ,55 ,113 ,399 ,489 ,125 ,14 ,2 ,0 ,0 
경기,포천시,일반,남자,65세미만,41 ,3 ,1 ,6 ,8 ,1 ,0 ,7 ,6 ,2 
경기,포천시,일반,남자,65-69세,67 ,1 ,2 ,10 ,16 ,1 ,0 ,12 ,2 ,4 
경기,포천시,일반,남자,70-74세,83 ,2 ,2 ,11 ,22 ,5 ,2 ,10 ,7 ,7 
경기,포천시,일반,남자,75-79세,136 ,8 ,2 ,25 ,34 ,7 ,2 ,18 ,7 ,9 
경기,포천시,일반,남자,80-84세,197 ,8 ,8 ,29 ,61 ,21 ,14 ,9 ,12 ,4 
경기,포천시,일반,남자,85세이상,229 ,8 ,8 ,46 ,89 ,31 ,1 ,15 ,7 ,6 
경기,포천시,일반,여자,65세미만,39 ,2 ,1 ,6 ,7 ,2 ,1 ,5 ,4 ,2 
경기,포천시,일반,여자,65-69세,78 ,2 ,1 ,11 ,8 ,4 ,1 ,10 ,7 ,4 
경기,포천시,일반,여자,70-74세,163 ,3 ,4 ,16 ,25 ,10 ,2 ,22 ,18 ,18 
경기,포천시,일반,여자,75-79세,297 ,10 ,10 ,48 ,62 ,31 ,11 ,42 ,11 ,13 
경기,포천시,일반,여자,80-84세,514 ,16 ,24 ,91 ,182 ,47 ,10 ,38 ,16 ,12 
경기,포천시,일반,여자,85세이상,681 ,35 ,51 ,172 ,253 ,68 ,13 ,17 ,6 ,7 
경기,포천시,기초,남자,65세미만,101 ,5 ,3 ,19 ,21 ,8 ,5 ,8 ,5 ,10 
경기,포천시,기초,남자,65-69세,94 ,2 ,4 ,11 ,31 ,7 ,2 ,5 ,3 ,11 
경기,포천시,기초,남자,70-74세,81 ,3 ,7 ,15 ,26 ,1 ,3 ,7 ,4 ,6 
경기,포천시,기초,남자,75-79세,57 ,1 ,2 ,8 ,19 ,8 ,1 ,7 ,0 ,5 
경기,포천시,기초,남자,80-84세,66 ,2 ,2 ,18 ,19 ,5 ,1 ,1 ,3 ,4 
경기,포천시,기초,남자,85세이상,42 ,0 ,2 ,12 ,22 ,4 ,0 ,0 ,0 ,0 
경기,포천시,기초,여자,65세미만,41 ,3 ,2 ,10 ,7 ,5 ,0 ,5 ,2 ,2 
경기,포천시,기초,여자,65-69세,80 ,5 ,6 ,10 ,25 ,4 ,1 ,4 ,3 ,10 
경기,포천시,기초,여자,70-74세,94 ,3 ,1 ,14 ,31 ,11 ,1 ,3 ,5 ,13 
경기,포천시,기초,여자,75-79세,145 ,6 ,4 ,16 ,59 ,17 ,5 ,5 ,9 ,13 
경기,포천시,기초,여자,80-84세,201 ,3 ,8 ,55 ,77 ,22 ,4 ,5 ,8 ,1 
경기,포천시,기초,여자,85세이상,234 ,13 ,18 ,74 ,92 ,16 ,3 ,0 ,5 ,0 
경기,포천시,의료,남자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,포천시,의료,남자,75-79세,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
경기,포천시,의료,남자,80-84세,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
경기,포천시,의료,남자,85세이상,5 ,0 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,0 
경기,포천시,의료,여자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,포천시,의료,여자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,포천시,의료,여자,70-74세,3 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 
경기,포천시,의료,여자,75-79세,3 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 
경기,포천시,의료,여자,80-84세,9 ,0 ,1 ,2 ,1 ,2 ,0 ,2 ,0 ,0 
경기,포천시,의료,여자,85세이상,21 ,1 ,2 ,5 ,10 ,2 ,0 ,0 ,1 ,0 
경기,포천시,감경,남자,65세미만,41 ,0 ,1 ,14 ,17 ,4 ,1 ,0 ,0 ,1 
경기,포천시,감경,남자,65-69세,57 ,4 ,4 ,20 ,20 ,3 ,1 ,0 ,1 ,3 
경기,포천시,감경,남자,70-74세,76 ,3 ,6 ,11 ,34 ,12 ,2 ,1 ,1 ,0 
경기,포천시,감경,남자,75-79세,113 ,5 ,4 ,32 ,52 ,7 ,4 ,1 ,0 ,1 
경기,포천시,감경,남자,80-84세,156 ,2 ,8 ,40 ,74 ,20 ,9 ,0 ,0 ,0 
경기,포천시,감경,남자,85세이상,206 ,2 ,14 ,52 ,104 ,24 ,4 ,1 ,0 ,0 
경기,포천시,감경,여자,65세미만,26 ,4 ,0 ,9 ,7 ,2 ,2 ,1 ,0 ,0 
경기,포천시,감경,여자,65-69세,49 ,6 ,5 ,13 ,15 ,3 ,1 ,1 ,1 ,0 
경기,포천시,감경,여자,70-74세,96 ,4 ,9 ,21 ,39 ,10 ,3 ,2 ,1 ,1 
경기,포천시,감경,여자,75-79세,234 ,10 ,12 ,57 ,94 ,34 ,10 ,1 ,4 ,1 
경기,포천시,감경,여자,80-84세,530 ,19 ,35 ,135 ,216 ,86 ,24 ,4 ,0 ,3 
경기,포천시,감경,여자,85세이상,900 ,47 ,79 ,281 ,382 ,83 ,14 ,2 ,1 ,0 
경기,여주시,일반,남자,65세미만,21 ,1 ,1 ,3 ,4 ,0 ,0 ,3 ,1 ,1 
경기,여주시,일반,남자,65-69세,67 ,3 ,2 ,19 ,12 ,2 ,0 ,4 ,3 ,0 
경기,여주시,일반,남자,70-74세,81 ,5 ,3 ,16 ,21 ,2 ,0 ,5 ,1 ,2 
경기,여주시,일반,남자,75-79세,134 ,6 ,5 ,23 ,44 ,7 ,3 ,14 ,3 ,1 
경기,여주시,일반,남자,80-84세,175 ,4 ,12 ,37 ,54 ,20 ,6 ,4 ,0 ,5 
경기,여주시,일반,남자,85세이상,220 ,4 ,15 ,50 ,85 ,18 ,5 ,4 ,2 ,1 
경기,여주시,일반,여자,65세미만,27 ,1 ,3 ,5 ,4 ,0 ,0 ,5 ,1 ,2 
경기,여주시,일반,여자,65-69세,75 ,2 ,6 ,6 ,13 ,1 ,1 ,7 ,3 ,7 
경기,여주시,일반,여자,70-74세,143 ,6 ,6 ,15 ,25 ,5 ,1 ,14 ,7 ,9 
경기,여주시,일반,여자,75-79세,254 ,11 ,15 ,38 ,68 ,16 ,6 ,13 ,11 ,4 
경기,여주시,일반,여자,80-84세,429 ,14 ,30 ,95 ,164 ,25 ,9 ,7 ,10 ,8 
경기,여주시,일반,여자,85세이상,588 ,32 ,73 ,151 ,203 ,38 ,5 ,12 ,5 ,8 
경기,여주시,기초,남자,65세미만,50 ,3 ,5 ,14 ,10 ,6 ,1 ,4 ,2 ,1 
경기,여주시,기초,남자,65-69세,69 ,2 ,3 ,14 ,21 ,3 ,0 ,12 ,5 ,1 
경기,여주시,기초,남자,70-74세,33 ,1 ,3 ,5 ,9 ,5 ,0 ,1 ,3 ,1 
경기,여주시,기초,남자,75-79세,31 ,3 ,1 ,1 ,14 ,4 ,1 ,4 ,0 ,0 
경기,여주시,기초,남자,80-84세,51 ,0 ,3 ,9 ,23 ,8 ,1 ,1 ,1 ,0 
경기,여주시,기초,남자,85세이상,29 ,2 ,3 ,7 ,11 ,1 ,1 ,0 ,1 ,0 
경기,여주시,기초,여자,65세미만,30 ,4 ,3 ,6 ,11 ,1 ,0 ,1 ,0 ,1 
경기,여주시,기초,여자,65-69세,47 ,1 ,2 ,8 ,19 ,4 ,1 ,3 ,2 ,0 
경기,여주시,기초,여자,70-74세,57 ,3 ,6 ,9 ,18 ,5 ,1 ,5 ,1 ,3 
경기,여주시,기초,여자,75-79세,94 ,3 ,4 ,28 ,22 ,3 ,3 ,4 ,2 ,1 
경기,여주시,기초,여자,80-84세,131 ,5 ,10 ,26 ,53 ,10 ,3 ,3 ,6 ,3 
경기,여주시,기초,여자,85세이상,138 ,11 ,19 ,50 ,40 ,8 ,1 ,0 ,1 ,0 
경기,여주시,의료,남자,65-69세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,여주시,의료,남자,70-74세,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
경기,여주시,의료,남자,75-79세,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
경기,여주시,의료,남자,85세이상,4 ,0 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,0 
경기,여주시,의료,여자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,여주시,의료,여자,65-69세,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
경기,여주시,의료,여자,70-74세,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,여주시,의료,여자,75-79세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,여주시,의료,여자,80-84세,5 ,1 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 
경기,여주시,의료,여자,85세이상,10 ,0 ,2 ,4 ,2 ,2 ,0 ,0 ,0 ,0 
경기,여주시,감경,남자,65세미만,21 ,2 ,3 ,8 ,3 ,2 ,2 ,0 ,0 ,0 
경기,여주시,감경,남자,65-69세,27 ,1 ,0 ,8 ,16 ,0 ,1 ,0 ,0 ,0 
경기,여주시,감경,남자,70-74세,45 ,3 ,6 ,15 ,17 ,4 ,0 ,0 ,0 ,0 
경기,여주시,감경,남자,75-79세,63 ,3 ,4 ,22 ,24 ,5 ,2 ,1 ,0 ,0 
경기,여주시,감경,남자,80-84세,80 ,2 ,5 ,25 ,31 ,9 ,5 ,0 ,1 ,0 
경기,여주시,감경,남자,85세이상,104 ,4 ,4 ,39 ,41 ,13 ,1 ,0 ,0 ,0 
경기,여주시,감경,여자,65세미만,13 ,3 ,3 ,1 ,2 ,0 ,0 ,1 ,0 ,1 
경기,여주시,감경,여자,65-69세,29 ,2 ,1 ,9 ,12 ,1 ,1 ,0 ,0 ,0 
경기,여주시,감경,여자,70-74세,65 ,4 ,8 ,17 ,19 ,6 ,1 ,0 ,0 ,0 
경기,여주시,감경,여자,75-79세,145 ,9 ,10 ,38 ,63 ,10 ,6 ,0 ,1 ,0 
경기,여주시,감경,여자,80-84세,331 ,28 ,38 ,93 ,107 ,48 ,4 ,0 ,1 ,0 
경기,여주시,감경,여자,85세이상,513 ,30 ,78 ,161 ,213 ,20 ,4 ,0 ,0 ,0 
경기,연천군,일반,남자,65세미만,13 ,1 ,0 ,1 ,5 ,1 ,0 ,3 ,0 ,0 
경기,연천군,일반,남자,65-69세,25 ,0 ,2 ,4 ,5 ,2 ,0 ,4 ,1 ,1 
경기,연천군,일반,남자,70-74세,29 ,0 ,4 ,4 ,8 ,3 ,1 ,5 ,2 ,1 
경기,연천군,일반,남자,75-79세,55 ,1 ,1 ,2 ,17 ,7 ,3 ,6 ,8 ,0 
경기,연천군,일반,남자,80-84세,65 ,3 ,1 ,5 ,20 ,9 ,3 ,3 ,3 ,3 
경기,연천군,일반,남자,85세이상,89 ,1 ,2 ,9 ,35 ,15 ,4 ,4 ,5 ,2 
경기,연천군,일반,여자,65세미만,8 ,1 ,1 ,2 ,1 ,0 ,0 ,1 ,0 ,1 
경기,연천군,일반,여자,65-69세,29 ,0 ,0 ,2 ,7 ,2 ,0 ,6 ,1 ,2 
경기,연천군,일반,여자,70-74세,45 ,1 ,1 ,6 ,5 ,2 ,1 ,9 ,5 ,3 
경기,연천군,일반,여자,75-79세,116 ,3 ,1 ,10 ,30 ,13 ,3 ,17 ,12 ,2 
경기,연천군,일반,여자,80-84세,164 ,3 ,4 ,19 ,47 ,21 ,3 ,16 ,12 ,3 
경기,연천군,일반,여자,85세이상,167 ,9 ,10 ,23 ,55 ,31 ,10 ,6 ,7 ,1 
경기,연천군,기초,남자,65세미만,28 ,1 ,3 ,5 ,5 ,2 ,2 ,2 ,0 ,3 
경기,연천군,기초,남자,65-69세,26 ,2 ,1 ,2 ,6 ,3 ,0 ,3 ,2 ,4 
경기,연천군,기초,남자,70-74세,22 ,1 ,2 ,0 ,9 ,3 ,0 ,1 ,1 ,3 
경기,연천군,기초,남자,75-79세,17 ,0 ,1 ,4 ,6 ,2 ,1 ,0 ,1 ,0 
경기,연천군,기초,남자,80-84세,17 ,0 ,1 ,3 ,5 ,4 ,0 ,1 ,2 ,1 
경기,연천군,기초,남자,85세이상,13 ,0 ,0 ,2 ,7 ,3 ,0 ,0 ,1 ,0 
경기,연천군,기초,여자,65세미만,8 ,0 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 
경기,연천군,기초,여자,65-69세,22 ,0 ,1 ,4 ,5 ,5 ,0 ,1 ,3 ,0 
경기,연천군,기초,여자,70-74세,38 ,0 ,0 ,5 ,12 ,7 ,3 ,5 ,3 ,1 
경기,연천군,기초,여자,75-79세,50 ,1 ,3 ,7 ,21 ,4 ,2 ,3 ,1 ,2 
경기,연천군,기초,여자,80-84세,81 ,4 ,3 ,12 ,29 ,17 ,4 ,7 ,1 ,1 
경기,연천군,기초,여자,85세이상,100 ,9 ,8 ,19 ,38 ,17 ,3 ,0 ,1 ,2 
경기,연천군,의료,남자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,연천군,의료,남자,75-79세,3 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 
경기,연천군,의료,남자,80-84세,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
경기,연천군,의료,남자,85세이상,3 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 
경기,연천군,의료,여자,65-69세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
경기,연천군,의료,여자,70-74세,4 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 
경기,연천군,의료,여자,75-79세,2 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
경기,연천군,의료,여자,80-84세,6 ,0 ,0 ,0 ,4 ,1 ,1 ,0 ,0 ,0 
경기,연천군,의료,여자,85세이상,11 ,1 ,0 ,3 ,6 ,0 ,1 ,0 ,0 ,0 
경기,연천군,감경,남자,65세미만,9 ,0 ,0 ,7 ,1 ,1 ,0 ,0 ,0 ,0 
경기,연천군,감경,남자,65-69세,13 ,1 ,0 ,3 ,5 ,1 ,1 ,1 ,0 ,0 
경기,연천군,감경,남자,70-74세,14 ,0 ,0 ,6 ,5 ,2 ,1 ,0 ,0 ,0 
경기,연천군,감경,남자,75-79세,37 ,1 ,0 ,10 ,13 ,6 ,5 ,0 ,0 ,0 
경기,연천군,감경,남자,80-84세,43 ,0 ,7 ,5 ,15 ,7 ,7 ,0 ,0 ,0 
경기,연천군,감경,남자,85세이상,51 ,4 ,5 ,8 ,23 ,9 ,0 ,0 ,0 ,0 
경기,연천군,감경,여자,65세미만,8 ,1 ,2 ,1 ,0 ,3 ,1 ,0 ,0 ,0 
경기,연천군,감경,여자,65-69세,16 ,1 ,0 ,6 ,7 ,0 ,0 ,0 ,1 ,0 
경기,연천군,감경,여자,70-74세,30 ,1 ,1 ,1 ,18 ,5 ,1 ,0 ,1 ,0 
경기,연천군,감경,여자,75-79세,70 ,1 ,2 ,12 ,36 ,9 ,2 ,0 ,2 ,2 
경기,연천군,감경,여자,80-84세,152 ,6 ,5 ,30 ,61 ,35 ,9 ,2 ,0 ,0 
경기,연천군,감경,여자,85세이상,205 ,8 ,13 ,46 ,93 ,32 ,5 ,0 ,1 ,1 
경기,가평군,일반,남자,65세미만,14 ,0 ,0 ,2 ,4 ,1 ,0 ,3 ,0 ,1 
경기,가평군,일반,남자,65-69세,47 ,2 ,2 ,4 ,9 ,4 ,1 ,9 ,6 ,2 
경기,가평군,일반,남자,70-74세,52 ,1 ,0 ,10 ,14 ,4 ,0 ,6 ,5 ,1 
경기,가평군,일반,남자,75-79세,97 ,1 ,1 ,12 ,28 ,17 ,3 ,10 ,4 ,1 
경기,가평군,일반,남자,80-84세,108 ,0 ,6 ,11 ,47 ,15 ,7 ,5 ,3 ,2 
경기,가평군,일반,남자,85세이상,127 ,1 ,5 ,22 ,52 ,18 ,8 ,6 ,2 ,1 
경기,가평군,일반,여자,65세미만,12 ,0 ,1 ,1 ,1 ,1 ,0 ,2 ,1 ,0 
경기,가평군,일반,여자,65-69세,42 ,2 ,1 ,6 ,7 ,3 ,2 ,4 ,4 ,1 
경기,가평군,일반,여자,70-74세,65 ,0 ,0 ,6 ,16 ,5 ,1 ,9 ,9 ,3 
경기,가평군,일반,여자,75-79세,146 ,4 ,5 ,13 ,42 ,13 ,2 ,21 ,5 ,3 
경기,가평군,일반,여자,80-84세,248 ,3 ,7 ,42 ,88 ,30 ,15 ,24 ,13 ,3 
경기,가평군,일반,여자,85세이상,301 ,2 ,12 ,70 ,142 ,25 ,3 ,8 ,6 ,1 
경기,가평군,기초,남자,65세미만,46 ,6 ,2 ,6 ,5 ,2 ,2 ,8 ,2 ,1 
경기,가평군,기초,남자,65-69세,51 ,5 ,4 ,11 ,13 ,5 ,1 ,3 ,1 ,2 
경기,가평군,기초,남자,70-74세,36 ,1 ,6 ,9 ,6 ,5 ,2 ,2 ,0 ,1 
경기,가평군,기초,남자,75-79세,28 ,1 ,5 ,4 ,8 ,5 ,1 ,0 ,3 ,1 
경기,가평군,기초,남자,80-84세,26 ,0 ,3 ,6 ,9 ,4 ,1 ,1 ,0 ,0 
경기,가평군,기초,남자,85세이상,32 ,2 ,2 ,3 ,17 ,4 ,0 ,0 ,0 ,2 
경기,가평군,기초,여자,65세미만,13 ,3 ,3 ,1 ,2 ,0 ,0 ,1 ,0 ,0 
경기,가평군,기초,여자,65-69세,24 ,2 ,1 ,5 ,7 ,3 ,0 ,2 ,1 ,1 
경기,가평군,기초,여자,70-74세,48 ,0 ,2 ,16 ,14 ,6 ,0 ,5 ,3 ,0 
경기,가평군,기초,여자,75-79세,56 ,4 ,2 ,17 ,11 ,8 ,1 ,5 ,2 ,2 
경기,가평군,기초,여자,80-84세,87 ,6 ,5 ,15 ,36 ,12 ,0 ,3 ,3 ,2 
경기,가평군,기초,여자,85세이상,91 ,5 ,8 ,22 ,39 ,10 ,2 ,2 ,1 ,0 
경기,가평군,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,가평군,의료,남자,65-69세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
경기,가평군,의료,남자,80-84세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,가평군,의료,남자,85세이상,4 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,1 
경기,가평군,의료,여자,65-69세,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
경기,가평군,의료,여자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,가평군,의료,여자,75-79세,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 
경기,가평군,의료,여자,80-84세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경기,가평군,의료,여자,85세이상,6 ,0 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 
경기,가평군,감경,남자,65세미만,15 ,1 ,0 ,3 ,5 ,3 ,1 ,0 ,0 ,0 
